,diary_index,title_raw,value_raw,title,value,owner
4244,252,403(b),"$50, taken out of my paycheck pre-tax and matched by my employer",savings,100,diarist
4245,252,Utilities,~$30,utilities,30,diarist
4246,252,Phone Bill,$35,utilities,35,diarist
4247,252,Internet,$45,utilities,45,diarist
4248,252,Netflix,$7.99,entertainment,7.99,diarist
4249,252,Amazon Prime,$11.99,misc,11.99,diarist
4250,252,Car Insurance,"$163, every three months",auto,54.33,diarist
4251,253,Occupation,Leasing Administrator,occupation,leasing administrator,diarist
4252,253,Industry,Real Estate,industry,real estate,diarist
4253,253,Age,23,age,23,diarist
4254,253,Location,"New York, NY",location,"new york, NY",diarist
4255,253,Salary,"$45,000",salary,45000,diarist
4256,253,Paycheck (Semi-monthly),"~$1,600. (I'm contract-based, so it varies depending on my hours logged.)",monthly paycheck,3200,diarist
4257,253,Rent,"$1,150. (I rent a room in a three-bedroom, two-bathroom condo with two roommates.)",rent,1150,diarist
4258,253,Student Loan Payment,$0. (I received several scholarships and then my parents paid for the rest of my tuition.),student loan,0,diarist
4259,253,Gas & Electric,$30,utilities,30,diarist
4260,253,Health Insurance,$181 for my single plan,health insurance,181,diarist
4261,253,Renter's Insurance,$5,misc,5,diarist
4262,253,Cell Phone,$0. (My parents agreed to pay for my cell phone until I'm fully “on my feet.”),utilities,0,diarist
4263,253,Internet,$30.,utilities,30,diarist
4264,253,Transportation,$121 for my unlimited MetroCard,misc,121,diarist
4265,253,Gym,$30,gym,30,diarist
4266,253,Savings,"$200, automatically deducted from my checking account. (I also throw in whatever I have left at the end of the month. I waitressed part-time for about eight months after graduating while living at home, and I saved the majority of my earnings. I have about $13,000 saved.)",savings,200,diarist
4267,254,Occupation,Accountant,occupation,accountant,diarist
4268,254,Industry,Finance,industry,finance,diarist
4269,254,Age,26,age,26,diarist
4270,254,Location,"Perth, Australia",location,"perth, australia",diarist
4271,254,Salary,"$65,000",salary,65000,diarist
4272,254,Paycheck (2x/month),"$1,880",monthly paycheck,3760,diarist
4273,254,Rent,"$180 per week. (I live in a three-bedroom apartment with my boyfriend, and he pays $215 per week. We split everything 50/50 since our finances are not combined.)",rent,180,diarist
4274,254,Student Loan Payment,$300 from a U.S. savings account,student loan,300,diarist
4275,254,Gym,"$205, which includes unlimited classes per month. (Yes, I know it's a lot of money, but I go pretty much every day.)",gym,205,diarist
4276,254,"Energy, Wi-Fi & Gas",~$70 for my portion,utilities,70,diarist
4277,254,Netflix,$5.50 for my half. (I share an account with my boyfriend.),entertainment,5.5,diarist
4278,254,Spotify,$14,entertainment,14,diarist
4279,254,Phone,$35. (I have a pay-as-you-go monthly plan.),utilities,35,diarist
4280,254,Watch,"$395. (I bought my boyfriend a TAG Heuer watch for Christmas, and I have two more monthly payments for it. I can pay it all off now, but I would rather accrue interest in my savings account and pay monthly.)",misc,395,diarist
4281,254,Superannuation,"My company contributes 12.53% of my pre-tax wage to my retirement fund. (I currently have $35,000 saved.)",,,diarist
4282,254,Savings,"I try to transfer $1,200 to my savings every month.",savings,1200,diarist
4283,255,Occupation,IT Professional,occupation,it professional,diarist
4284,255,Industry,Higher Education,industry,higher education,diarist
4285,255,Age,31,age,31,diarist
4286,255,Location,"Seattle, WA",location,"seattle, WA",diarist
4287,255,Salary,"$65,400. (My husband and I keep our finances separate, but we do have one joint savings account.)",salary,65400,diarist
4288,255,Paycheck (2x/month),"$1,997, after taxes, health insurance, retirement contribution, and transportation.",monthly paycheck,3994,diarist
4289,255,Rent,"I pay $1,225 and my husband pays $750. (We live in a two-bedroom apartment and split rent proportional to income.)",rent,1225,diarist
4290,255,Student Loan Payments,$0. (I had scholarships that covered my tuition.),student loan,0,diarist
4291,255,Health Insurance,$45,health insurance,45,diarist
4292,255,Transportation,$25 for a monthly bus pass,misc,25,diarist
4293,255,Car Insurance,$80,auto,80,diarist
4294,255,Utilities,$150,utilities,150,diarist
4295,255,"Hulu, Netflix & HBO",$0. (My husband pays for these.),entertainment,0,diarist
4296,255,Internet,$0. (My husband pays.),utilities,0,diarist
4297,255,Phone,$0. (I'm on my family's plan.),utilities,0,diarist
4298,255,Roth IRA,$478,savings,478,diarist
4299,255,Long-Term Savings,"$1,120. (My husband and I both contribute to this.)",savings,1120,diarist
4300,255,Therapy,$11.20/week,misc,11.2,diarist
4301,256,Occupation,Retirement Analyst,occupation,retirement analyst,diarist
4302,256,Industry,Human Resources,industry,human resources,diarist
4303,256,Age,25,age,25,diarist
4304,256,Location,"Kenosha, WI",location,"kenosha, WI",diarist
4305,256,Salary,"$54,500",salary,54500,diarist
4306,256,Paycheck (Biweekly),"$1,535",monthly paycheck,3070,diarist
4307,256,Mortgage Payment,"$1,300, which my husband and I split evenly. (My husband and I maintain completely separate bank accounts, but we do have a joint account that we pay bills out of every month. We split everything equally since we make about the same amount of money. We like to spend our money differently – he doesn't buy much, whereas I love to shop.)",mortgage,650,diarist
4308,256,Student Loan Payment,"$125. (I have less than $10,000 remaining.)",student loan,125,diarist
4309,256,Car Loan Payment,$475,auto,475,diarist
4310,256,Car & Home Insurance,"$160, which my husband and I split equally",misc,80,diarist
4311,256,Internet & Cable,"$118, which my husband and I split equally",utilities,59,diarist
4312,256,Hulu,$11.99,entertainment,11.99,diarist
4313,256,Netflix,"$0. (Thanks, Dad.)",entertainment,0,diarist
4314,256,Blue Apron,$120 (which my husband and I split equally),misc,60,diarist
4315,256,Cell Phone,"$0. (Thanks, Mom.)",utilities,0,diarist
4316,256,Health Insurance,$0. (I'm still on my parents' insurance.),health insurance,0,diarist
4317,256,401(k),7% of my paycheck. (My company matches 50% of the first 6%.),savings,317.916666666667,diarist
4318,256,Credit Card Debt,"$300 this month, but it varies. (My husband and I frequently book travel on my credit card, which has a great rewards program. I try to pay off as much as possible but sometimes we do have a rolling balance.)",credit,300,diarist
4319,256,Savings,$400. I have a direct deposit of $200 set up for each payday.,savings,400,diarist
4320,256,Amazon Prime,$99/year,misc,8.25,diarist
4321,257,Occupation,Marketing Associate,occupation,marketing associate,diarist
4322,257,Industry,Nonprofit,industry,nonprofit,diarist
4323,257,Age,23,age,23,diarist
4324,257,Location,"Brooklyn, NY",location,"new york, NY",diarist
4325,257,Salary,"$44,000",salary,44000,diarist
4326,257,Paycheck Amount (2x/month),"$1,242 after tax and 403(b) contribution",monthly paycheck,2484,diarist
4327,257,Rent,"$1,225. (I live with one roommate.)",rent,1225,diarist
4328,257,Student Loan Payments,"$250. (If I keep on this trajectory, I'll pay off my last interest bearing loan by the end of 2018.)",student loan,250,diarist
4329,257,Utilities & Internet,~$105,utilities,105,diarist
4330,257,MetroCard,$121 for 30 days unlimited,misc,121,diarist
4331,257,Spotify,$9.99,entertainment,9.99,diarist
4332,257,Savings,$150,savings,150,diarist
4333,257,403(b),$150,savings,150,diarist
4334,257,HealthInsurance,$0. (My work pays for it.),health insurance,0,diarist
4335,257,Phone,"$0. (My parents pay for it. Whenever I visit home, I try to do work for my dad's small business as a form of repayment.)",utilities,0,diarist
4336,257,Gym,I paid $75 for six months in December.,gym,75,diarist
4337,258,Occupation,Digital Strategist,occupation,digital strategist,diarist
4338,258,Industry,Journalism,industry,journalism,diarist
4339,258,Age,24,age,24,diarist
4340,258,Location,"Boston, MA",location,"boston, MA",diarist
4341,258,Salary,"$56,100",salary,56100,diarist
4342,258,Paycheck (Monthly),"$1,774, plus $600-$800 in freelance income",monthly paycheck,2474,diarist
4343,258,Rent,"$1,100. (My SO makes about three times my salary, plus a significant bonus, so we split rent 60/40. It's important to me that I feel like I'm paying for my own living expenses, but he always picks up nice dinners, bigger vacation expenses, etc.)",rent,1100,diarist
4344,258,Student Loan Payment,"$0. (I graduated from college with $30,000 in private loans, and paid them off two years after graduating.)",student loan,0,diarist
4345,258,"Utilities, Cable & WiFi",~$100,utilities,100,diarist
4346,258,Spotify,$4,entertainment,4,diarist
4347,258,Subscription,$4,misc,4,diarist
4348,258,Therapy,$50,misc,50,diarist
4349,258,Headspace,"$12.99. (This is a new expense, suggested by my therapist.)",misc,12.99,diarist
4350,258,Phone Bill,$97,utilities,97,diarist
4351,258,"Netflix, HBO Go & Hulu",I use my boyfriend's.,entertainment,0,diarist
4352,258,Workout Class Package,"$125, alternating between spin and barre every month",gym,125,diarist
4353,258,Transportation,$0. (I walk to work.),misc,0,diarist
4354,258,401(k),$400,savings,400,diarist
4355,259,Occupation,Human Resources Business Partner,occupation,human resources business partner,diarist
4356,259,Industry,Telecommunications,industry,telecommunications,diarist
4357,259,Age,34,age,34,diarist
4358,259,Location,"Minneapolis, MN",location,"minneapolis, MN",diarist
4359,259,Salary,"$68,888",salary,68888,diarist
4360,259,Paycheck (2x/month),"$1,783",monthly paycheck,3566,diarist
4361,259,Mortgage,"$1,260, including property taxes and insurance. (My boyfriend pays $600.)",mortgage,1260,diarist
4362,259,Student Loan Payment,$240,student loan,240,diarist
4363,259,401(k),$316. (6% of my income.),savings,316,diarist
4364,259,"Medical, Vision & Dental Insurance","$88, pretax",health insurance,88,diarist
4365,259,Sling TV App,$22,entertainment,22,diarist
4366,259,Phone Bill,$50. (I'm on a family plan with my parents and boyfriend.),utilities,50,diarist
4367,259,Car Insurance,$80,auto,80,diarist
4368,259,Utilities,~$250,utilities,250,diarist
4369,259,UNICEF Donation,$7,charity,7,diarist
4370,260,Occupation,Case Manager,occupation,case manager,diarist
4371,260,Industry,Nonprofit,industry,nonprofit,diarist
4372,260,Age,24,age,24,diarist
4373,260,Location,"Spartanburg, SC",location,"spartanburg, SC",diarist
4374,260,Salary,"$38,500",salary,38500,diarist
4375,260,Paycheck (Monthly),"$2,547.08",monthly paycheck,2547.08,diarist
4376,260,Uber Monthly Income,"$500-$900, depending on how often I drive",income,700,diarist
4377,260,Rent,"$750, including water bill. (I live with my husband, but he isn't working due to his immigration status, so I pay all the bills. Since he isn't a U.S. citizen, we don't share finances at the moment.)",rent,750,diarist
4378,260,Student Loan Payment,"$44.57 minimum, but sometimes I pay more.",student loan,44.57,diarist
4379,260,Car Loan Payment,$250.31,auto,250.31,diarist
4380,260,Electricity,"$50-$100, depending on the season.",utilities,75,diarist
4381,260,Internet & Cable,$116.95,utilities,116.95,diarist
4382,260,Car Insurance,$89.90,auto,89.9,diarist
4383,260,YMCA Membership,$60,gym,60,diarist
4384,260,Credit Cards,"~$500. (I'm paying off a couple at the moment, thanks to my stupid 18-year-old self.)",credit,500,diarist
4385,261,Occupation,Associate,occupation,associate,diarist
4386,261,Industry,Law,industry,law,diarist
4387,261,Age,30,age,30,diarist
4388,261,Location,"Chicago, IL",location,"chicago, IL",diarist
4389,261,Salary,"$180,000",salary,180000,diarist
4390,261,Paycheck (2x/month),"$5,130",monthly paycheck,10260,diarist
4391,261,Rent,"$1,395. (I live alone in a small brownstone.)",rent,1395,diarist
4392,261,Student Loan Payments,$0. (I got a full-ride scholarship to law school.),student loan,0,diarist
4393,261,Utilities,"~$100. (Varies, depending on how cold it is.)",utilities,100,diarist
4394,261,Internet,$45,utilities,45,diarist
4395,261,Cell Phone,$80. (Work reimburses about half of this.),utilities,80,diarist
4396,261,Gym,$0. (Paid for by my work.),gym,0,diarist
4397,261,Spotify,$10,entertainment,10,diarist
4398,261,Netflix,$0. (I use my boyfriend's account.),entertainment,0,diarist
4399,261,Investments,"$2,000. (I set up a monthly transfer to a brokerage account that's invested in index funds. I'm not eligible for a 401(k) at my job yet.)",savings,2000,diarist
4400,262,Occupation,Program Coordinator,occupation,program coordinator,diarist
4401,262,Industry,Nonprofit Legal Services,industry,nonprofit legal services,diarist
4402,262,Age,23,age,23,diarist
4403,262,Location,New Jersey. (I commute to NYC for my job.),location,NJ,diarist
4404,262,Salary,"$35,000",salary,35000,diarist
4405,262,Paycheck Amount (Biweekly),"$1,035",monthly paycheck,2070,diarist
4406,262,Rent,"$0. (I live with my parents, who generously do not ask that I pay rent. I think they recognize that my salary is low relative to the high cost of living in NYC. Generous as they are, they definitely don't want me to stick around for much longer than a year, and I anticipate moving out by late summer.)",rent,0,diarist
