,diary_index,title,value
4559,270,Health Insurance,"$75, out of my paycheck"
4560,270,Electricity,$30
4561,270,Phone,$50
4562,270,Charitable Contribution,$10 (It's an automatic donation to a local organization that works with refugees.)
4563,270,"Hulu, Netflix & Spotify",$0 (My friends shared their passwords with me.)
4564,270,401(k) & 457 Plans,"$100 (Between both accounts, I have about $9,000 set away for retirement at this point.)"
4565,270,Savings,"$500–$700, depending on my spending and upcoming travels."
4566,271,Occupation,Analyst
4567,271,Industry,Nonprofit
4568,271,Age,25
4569,271,Location,Indiana
4570,271,Salary,"$57,000"
4571,271,Paycheck Amount (Monthly),"$2,200"
4572,271,Rent,$600 for my half. (I live with my boyfriend.)
4573,271,Student Loan Payment,$0. (I went to a public university and had a full-tuition scholarship.)
4574,271,Gym,$23
4575,271,Parking,$20
4576,271,"Health, Dental & Vision Insurance",$35
4577,271,Spotify,$10
4578,271,Therapy,"$130 per session, once or twice per month"
4579,271,Medication,$35
4580,271,Renters Insurance,$10
4581,271,Phone Bill & Car Insurance,$0. (My parents graciously pay.)
4582,271,Roth IRA,$450
4583,272,Occupation,Associate
4584,272,Industry,Law
4585,272,Age,29
4586,272,Location,"San Diego, CA"
4587,272,Salary,"$260,000, plus bonus (Last year my bonus was $64,000.)"
4588,272,Paycheck Amount (2x/month),"$5,897"
4589,272,Mortgage,"$5,070, including taxes and insurance"
4590,272,Student Loan Payment,"$3,000. (Law school is expensive and I'm paying down my loans aggressively.)"
4591,272,"Health, Vision, Dental & Life Insurance",$320
4592,272,Utilities,$180
4593,272,Cell Phones,$132 for our family plan
4594,272,"TV, Internet & Landline",: $142 (Landline is for my husband's business.)
4595,272,Spotify,$10
4596,272,Netflix,$10.99
4597,272,Car Lease Payment,$400
4598,272,Car Insurance,$150 for our two cars
4599,272,401(k),$870
4600,272,Roth 401(k),$220
4601,273,Occupation,Finance Manager
4602,273,Industry,Transportation
4603,273,Age,32
4604,273,Location,"Fort Worth, TX"
4605,273,MySalary,"$95,827, plus $8,400 bonus target"
4606,273,My Husband's Salary,"$94,544, plus $7,800 bonus target"
4607,273,Our Combined Paycheck Amount (2x/month),"$4,708.95"
4608,273,Mortgage,"$1,758.95 (My husband and I own a home that we refinanced to a 15-year mortgage last year. This includes escrow for our homeowner's insurance and property taxes.)"
4609,273,Student Loan Payment,"$0 (We finished paying off our $50,000 in student loans last year.)"
4610,273,401(k),"$3,000 (My husband and I are both maxing out. Our companies match 4.5%.)"
4611,273,Car Insurance,$161 (This is the total cost for our two cars.)
4612,273,Health & Dental Insurance,$177 (It comes directly out of our paychecks.)
4613,273,Additional HSA contributions,$200 (I max mine out due to a chronic illness.)
4614,273,"Cell Phones, Cable & Internet",$410
4615,273,Utilities,$215
4616,273,Pest Control,$35
4617,273,Hulu,$8
4618,273,Dog Wellness Plans,$85
4619,273,Monthly Cleaning Service,$100
4620,273,Jazzercise Membership,$36
4621,273,Charitable Donations,$350
4622,273,Amazon Prime,$100
4623,273,Costco Membership,$60
4624,273,Thrive Market Membership,$60
4625,274,Occupation,Marketing Communications Manager
4626,274,Industry,Nonprofit
4627,274,Age,35
4628,274,Location,"Essex County, MA"
4629,274,MySalary,"$85,000"
4630,274,My Husband's Salary,"$159,000"
4631,274,CombinedPaycheck Amount (Biweekly),"$6,270"
4632,274,Mortgage,"$2,965 (My husband and I own a three-bedroom house.)"
4633,274,Student Loan Payment,"$0 (The military paid for my husband's education, and I paid for my degree by working full-time.)"
4634,274,Car Loan Payment,$675
4635,274,401(k),"I contribute 7% of my salary, and my husband contributes 3% of his. (His work matches 3%.)"
4636,274,Savings,"10% of my salary, automatically taken from my paycheck"
4637,274,529 Plan,$275
4638,274,Health Insurance,"$141.50, quarterly. (Benefit of my husband being retired from the military.)"
4639,274,Utilities,"~$300, plus $225 for my mom's utilities"
4640,274,Cell Phone,$250 for unlimited data and international plan
4641,274,Car Insurance,$120
4642,274,Childcare,$270 for after school & $600 savings for summer camp
4643,274,Dog Walker & Dog Daycare,$475
4644,274,Pet Expenses,$100
4645,274,Horseback Riding Lessons,$185
4646,274,Husband's Gym Membership,$50
4647,274,Peloton Bike,$40
4648,274,Audible,$15
4649,274,Spotify & Hulu,$12.99
4650,274,HBO,$14.99
4651,274,Netflix,$9.99
4652,274,Adobe Creative Cloud,$15.93
4653,274,Microsoft Office,$9.99
4654,274,Funimation,$5.99
4655,274,Amazon Prime,$99/year
4656,275,Occupation,Interior Designer
4657,275,Industry,Commercial Interior Design
4658,275,Age,29
4659,275,Location,"Brooklyn, NY"
4660,275,Salary,"$84,000"
4661,275,Paycheck Amount (2x/month),"$2,072"
4662,275,Rent,"$1,115 for my half of the rent. (I live in a one-bedroom apartment with my fiancé, B.)"
4663,275,Student Loan Payment,"$575 (I have about $30,000 left to pay off.)"
4664,275,MetroCard,$121 for 30 days unlimited
4665,275,MealPal,$130
4666,275,My Fiancé's Health Insurance,"$250. (His job doesn't provide insurance, so his is out of pocket. Mine is fully covered by my office, so I help contribute to his because it's astronomical and I can swing it at the moment.)"
4667,275,Gym Membership,$65
4668,275,Cable/Internet Bill,$66 for my share
4669,275,Electricity/Gas Bill,$40 for my share
4670,275,Hulu Plus,$10. (I need to cancel this because I don't use it enough...)
4671,275,Acorn Investment Account,$40
4672,275,Southern Poverty Law Center Donation,$14
4673,275,Spotify,$9.99
4674,275,401(k),$322
4675,275,Credit Card Debt,"$300-$800, depending on what I can afford. (I have about $8,000 to pay off – yikes.)"
4676,276,Occupation,Managing Editor
4677,276,Industry,Digital Media
4678,276,Age,25
4679,276,Location,"Montreal, Canada"
4680,276,Salary,"$60,000"
4681,276,Paycheck Amount (2x/month),"$1,400"
4682,276,Freelance Income (Monthly),$974
4683,276,Rent,"$584.79 for my half. (I live with my boyfriend, M., and we split the rent.)"
4684,276,Student Loan Payment,$311
4685,276,Health Insurance,$92
4686,276,Utilities,$77
4687,276,Cable & Internet,$40
4688,276,Phone Bill,$40
4689,276,Opus Card,$66
4690,276,Gym Membership,$42
4691,276,Spotify,$12.50. (I share with my boyfriend and best friend – they buy me spontaneous sweet treats in return!)
4692,276,Netflix,"$0. (Thanks, Dad!)"
4693,276,Savings,At least $200/month for travel and emergency expenses.
4694,276,Retirement,~$200. My work offers an RRSP account and they match my contributions.
4695,277,Occupation,Master's Student/Researcher
4696,277,Industry,Software Engineering
4697,277,Age,25
4698,277,Location,"South Tyrol, Italy"
4699,277,Income,"$21,318. (Includes my yearly stipend plus $600-$900/month for my research job.)"
4700,277,Paycheck Amount (Monthly),"~$1,776"
4701,277,Rent,"$361. (Includes $12 for Internet. I live in a social housing unit that houses graduate students and unemployed/underemployed, elderly, and disabled people at a low cost. The unit is government-subsidized and includes a separate dorm and washroom. The kitchen is communal.)"
4702,277,Student Loan Payment,$0. (Undergrad was kindly paid for by my parents.)
4703,277,Health Insurance,$0. (I get basic state health insurance included in my stipend.)
4704,277,Transportation,$0. (My pass is funded by my scholarship.)
4705,277,Spotify,$5.80. (I'm on a student plan.)
4706,277,Phone Bill,$12
4707,277,Donation To German Relief Organization,$24
4708,277,Planned Parenthood Donation,$35
4709,278,Occupation,Business Analyst
4710,278,Industry,Staffing
4711,278,Age,30
4712,278,Location,"Houston, TX"
4713,278,MySalary,"$72,000"
4714,278,My Husband's Salary,"$76,000"
4715,278,Paycheck Amount (Bi-weekly),"$1,806"
4716,278,My Husband's Paycheck Amount (2x/month),"$2,200"
4717,278,Rent,"$1,838"
4718,278,Student Loan Payment,$0 (Really grateful to my parents for making sure I was able to graduate college without student loans.)
4719,278,401(k),$332
4720,278,"Medical, Vision & Dental Insurance",$42
4721,278,Phone Bill,$105 (for both phones)
4722,278,Car Insurance,$270.92 (for both of our cars)
4723,278,Utilities,~$120
4724,278,ClassPass,$35
4725,278,House Cleaning,$120 ($60 per cleaning)
4726,278,Hulu,$0 (We use my sister's account.)
4727,278,Savings,"Since moving to Houston, it's been hard for us to consistently save money each month because we've had to make some major purchases — cars, furniture, etc. We're finally done paying everything off and hope to save around $2,500 each month."
4728,278,Amazon Prime,$100 (paid yearly)
4729,279,Occupation,Analyst
4730,279,Industry,Market Research
4731,279,Age,23
4732,279,Location,"New York, NY"
4733,279,Salary,"$54,000"
4734,279,Paycheck Amount (Biweeky ),"$1,510"
4735,279,Rent,"$1,300 (for one bedroom in a three-bedroom apartment)"
4736,279,Student Loan Payments,"$0 (I was on an athletic scholarship in college, and my parents paid the rest of my tuition.)"
4737,279,Utilities,$35
4738,279,Health Insurance,$0 (I'm on my mom's insurance plan to save money.)
4739,279,Cell Phone,$0 (Still on my family's plan.)
4740,279,Spotify,$10
4741,279,Hulu Plus,$10
4742,279,Internet,$30
4743,279,MetroCard,$121 for my unlimited monthly pass
4744,279,Spin Studio Membership,$167
4745,279,Savings,"$200, automatically deducted from my checking account. (I'm usually pretty good at keeping money in savings, but sometimes things pop up.)"
4746,280,Occupation,Analyst
4747,280,Industry,Tech
4748,280,Age,27
4749,280,Location,"Mexico City, Mexico"
4750,280,Salary,"$92,000"
4751,280,Paycheck Amount (2x/month),"$2,800"
4752,280,Rent,"$1,200 for a two-bedroom apartment, split evenly with my partner."
4753,280,Mortgage,"$2,900 for our house in Seattle, split evenly with my partner. (We have a renter who pays us $1,000/month and runs half of the house on Airbnb, which we usually make about $1,400/month from. My partner and I split the remainder, which works out to be about $250 each per month.)"
4754,280,Student Loan Payment,$564
4755,280,Utilities,$120
4756,280,Phone,$89
4757,280,Car Insurance,$130 (for our two cars in Seattle)
4758,280,Spotify,$10
4759,280,Netflix,$8
4760,280,Drinking Water,$4/week
4761,280,Housecleaning,$15 for four hours a week
4762,281,Occupation,Education Program Specialist
4763,281,Industry,Education Policy
4764,281,Age,24
4765,281,Location,Wyoming
4766,281,Salary,"$50,000"
4767,281,Paycheck Amount (Monthly),"$3,000"
4768,281,Rent,"$0 (I live with my boyfriend in a house that he owns. He pays the mortgage and I pay all the other bills. For our shared expenses, like food, we have a joint credit card that we use and then we split the bill each month.)"
4769,281,Student Loan Payment,$167
4770,281,Car Loan Payment,$324
4771,281,Heating/Electric,$170
4772,281,Water/Trash,$77
4773,281,Phone Bill,$117
4774,281,Car Insurance,$85
4775,281,Internet & Cable,$176
4776,281,Dog Poop Cleaner,$17
4777,281,Netflix,"$0 (We use my mom's account. Thanks, Mom!)"
4778,281,Gym Membership,$29
4779,281,Savings,"I try to put in $300 each month (10% of my paycheck), but sometimes things happen...such as my impulse shopping habit. I'm trying to be better about saving money and spending less."
4780,282,Occupation,Software Engineer
4781,282,Industry,Technology
4782,282,Age,21
4783,282,Location,"Berkeley, CA"
4784,282,Salary,"$135,000 base, with $60,000 bonus and $65,000 in stocks ($260,000 total)"
4785,282,Paycheck Amount (2x/month),"$2,915"
4786,282,Rent,"$1,000 for my share of rent and utilities. (I share an apartment with a roommate.)"
4787,282,Student Loan Payment,"$0 (My parents were generous enough to pay in full, and I hustled to finish in three years.)"
4788,282,"Health, Dental & Vision Insurance",$0 (covered by work)
4789,282,"Netflix, Spotify & Amazon Prime",$0 (I mooch off of parents.)
4790,282,Cell Phone,$0 (covered by work)
4791,282,Transportation,$0 (covered by work)
4792,282,401(k),"$1,475 (taken out of paycheck before taxes)"
4793,282,Gym Membership,$75
4794,282,Investment Portfolio,"$2,000"
4795,282,House Down Payment Account,"$2,000"
4796,283,Occupation,Office Manager
4797,283,Industry,Investment
4798,283,Age,24
4799,283,Location,"Munich, Germany"
4800,283,Salary,"$60,093"
4801,283,Paycheck Amount (Monthly),"$3,865.06"
4802,283,My Husband's Salary,$0 at the moment. (He recently quit his job for a different career move.)
4803,283,Rent,"$1,341 (I live with my hubby, A.)"
4804,283,Student Loan Payment,$0 (Thank you to my amazing parents!)
4805,283,Monthly Transit Pass,$50
4806,283,Health Insurance,$0 (We have universal healthcare in Germany.)
4807,283,Netflix,$10.99
4808,283,Trash,$18
4809,283,Amazon Prime,$5.99
4810,283,Wifi,$52
4811,283,Gym,$40 (Hubby pays.)
4812,283,Car Payment: $,300 (Hubby pays.)
4813,283,Phone Bill,$50 (Hubby pays.)
4814,283,Savings,"~$1,000 (Sometimes more, sometimes less. A. and I have separate finances, but we  have a joint savings account. We're saving up to buy a house soon.)"
4815,284,Occupation,Health Promotion Officer
4816,284,Industry,Public Health
4817,284,Age,31
4818,284,Location,"Melbourne, Australia"
4819,284,Salary,"$56,084"
4820,284,Paycheck Amount (2x/month),"$1,537.95"
4821,284,MyWife's Salary,"My wife is currently on unpaid maternity leave, so she doesn’t have an income at the moment, and I cover all of our joint expenses."
4822,284,Gender Identity,Non-binary
4823,284,Rent,"$1,641 (I live with my wife and baby in a three-bedroom house.)"
4824,284,Student Loan Payment,"$0 (My wife is American and had student loans, but her parents paid them off.)"
4825,284,Internet,$52.88
4826,284,Electricity,$41.55
4827,284,Gas,$25.69
4828,284,Water,$25.69
4829,284,Netflix,$7.55
4830,284,Car Registration,$50.62
4831,284,Car insurance,$72.11
4832,284,Phones,$52.88 (My wife and I are both on prepaid phones — a really good deal here.)
4833,284,Savings,$150
4834,285,Occupation,Client Services Specialist
4835,285,Industry,Wealth Management
4836,285,Age,28
4837,285,Location,"Norton Shores, MI"
4838,285,Salary,"$35,525"
4839,285,Paycheck Amount (Biweekly),"$1,097.10"
4840,285,Mortgage,$0 (My husband pays.)
4841,285,Auto Loan Payment,$290
4842,285,Health Insurance,$378.33 (My company pays me an extra $175 per paycheck to cover most of this.)
4843,285,Gas & Electric,$90
4844,285,Netflix,$10.99
4845,285,Pandora Subscription,$5.29
