title,value,diary_index
Occupation,Case Manager,260
Industry,Nonprofit,260
Age,24,260
Location,"Spartanburg, SC",260
Salary,"$38,500",260
Paycheck (Monthly),"$2,547.08",260
Uber Monthly Income,"$500-$900, depending on how often I drive",260
Rent,"$750, including water bill. (I live with my husband, but he isn't working due to his immigration status, so I pay all the bills. Since he isn't a U.S. citizen, we don't share finances at the moment.)",260
Student Loan Payment,"$44.57 minimum, but sometimes I pay more.",260
Car Loan Payment,$250.31,260
Electricity,"$50-$100, depending on the season.",260
Internet & Cable,$116.95,260
Car Insurance,$89.90,260
YMCA Membership,$60,260
Credit Cards,"~$500. (I'm paying off a couple at the moment, thanks to my stupid 18-year-old self.)",260
Occupation,Associate,261
Industry,Law,261
Age,30,261
Location,"Chicago, IL",261
Salary,"$180,000",261
Paycheck (2x/month),"$5,130",261
Rent,"$1,395. (I live alone in a small brownstone.)",261
Student Loan Payments,$0. (I got a full-ride scholarship to law school.),261
Utilities,"~$100. (Varies, depending on how cold it is.)",261
Internet,$45,261
Cell Phone,$80. (Work reimburses about half of this.),261
Gym,$0. (Paid for by my work.),261
Spotify,$10,261
Netflix,$0. (I use my boyfriend's account.),261
Investments,"$2,000. (I set up a monthly transfer to a brokerage account that's invested in index funds. I'm not eligible for a 401(k) at my job yet.)",261
Occupation,Program Coordinator,262
Industry,Nonprofit Legal Services,262
Age,23,262
Location,New Jersey. (I commute to NYC for my job.),262
Salary,"$35,000",262
Paycheck Amount (Biweekly),"$1,035",262
Rent,"$0. (I live with my parents, who generously do not ask that I pay rent. I think they recognize that my salary is low relative to the high cost of living in NYC. Generous as they are, they definitely don't want me to stick around for much longer than a year, and I anticipate moving out by late summer.)",262
Student Loan Payment,"$196.15. (I have ~$20,000 in student loan debt that I've just begun paying off.)",262
Bus Pass,$210,262
Unlimited MetroCard,$121,262
Phone,"$0. (Still on my family plan. Once I move out, I'll start paying my portion.)",262
Netflix,$0. (Yet another mooching-off-my-parents situation.),262
401k,"$60. (My employer matches a little over half of this, so in total, my retirement account accrues $100.)",262
Health Insurance,$0. (Staying on my mom's plan until I'm 26.),262
Gym Membership,$27,262
Savings,"$750. (Some months it's more, if I've been conservative with my spending.)",262
Occupation,Program Coordinator,263
Industry,Government,263
Age,27,263
Location,"Scottsdale, AZ",263
Salary,"$41,500",263
Paycheck Amount (Biweekly),"$1,074.68",263
Rent,$513. (I live with two roommates in a three-bedroom house with a pool.),263
Student Loan Payment,$220. (I am 13 months into my PSLF program.),263
Car Loan Payment,"$185. (I have $7,500 in total left.)",263
Health Insurance,$36,263
State Retirement Plan,$355,263
Short Term Disability,$7.12,263
Cell Phone Bill,"$72, paid to my mom",263
Internet,$28,263
"Water, Trash & Electricity",~$90,263
Pool Service,$29.67,263
Budgeting Software,$5,263
Public Transportation,$0. (I get a free transit pass through my work.),263
Spotify,$10.78,263
Car Wash Membership,$11.99,263
Hulu,$12.71,263
Charity,"$50, to various organizations.",263
ClassPass,$45 for five or six classes. (I also have a free gym access through work.),263
Pet Expenses,"~$150, between food, treats, grooming, toys, and medication.",263
Savings,"I allocate $220 into a separate account for things like taxes, credit card user fees, vet appointments, medical bills, and other irregular expenses. $220/month was the average I spent in 2017 on all of these combined, which is how I came up with that number. I also put $125 into this account every month to pay for birthdays, gifts, holiday expenses, etc.",263
Occupation,Research Analyst,264
Industry,Nonprofit,264
Age,33,264
Location,"Astoria, New York",264
Salary,"$59,000",264
MyPaycheck Amount (1x/month),"$3,400",264
My Fiancé's Paycheck Amount (1x/month),"$3,600",264
Mortgage & Maintenance Fees,"$1,350. (My fiancé, R., and I currently live in an apartment that he pays rent for. When our lease is up in a few months, we will move into a one-bedroom apartment that I own.)",264
Student Loan,$370,264
Health Insurance,$0. (My employer pays.),264
401k,"I don't make any contributions, but my employer contributes $145.75 every month. (I currently have ~$4,000 in that account.)",264
Phone,$90,264
Internet,$60,264
Hulu,$7.99,264
Netflix,$10.99,264
Gym,$36,264
Credit Cards,"$345. (I recently paid off ~$8,000 and will be done with the rest by November of this year.)",264
Occupation,HR Manager,265
Industry,Sports & Entertainment,265
Age,22,265
Location,"Portland, OR",265
Salary,"$50,000",265
Paycheck Amount (Biweekly),"$1,436.36.",265
Rent,"$795, split evenly between me and my boyfriend. (We currently live in a small two-bedroom apartment outside of Portland. When my boyfriend finishes school in May, we'll be making the move up to Portland and trading in our cheap housing for a shorter commute!)",265
Student Loan Payment,$0. (My parents very generously made sure I was able to graduate college with no student loans.),265
Spotify,"$15. (I cover my 16-year-old sister on my family plan, and in return, I use my parents' credit card every so often for little things.)",265
Health Insurance,$0. (I'm on my parents' health insurance.),265
401(k),"I don't have one yet, but it will become active after 90 days of employment.",265
Utilities,"$0. (My boyfriend plays for electricity and our cable/internet, and I pay for groceries. Once we move into an apartment in Portland, we'll set up a real budget, but since we're only in our current place for three months, we're being pretty flexible.)",265
Netflix,$0. (I use my parents' account.),265
Hulu,"$0. (Luckily, my boyfriend gets Hulu for free through his Spotify subscription. I have no shame in my mooching game.)",265
Occupation,Policy Analyst,266
Industry,Government,266
Age,25,266
Location,"Tallahassee, Fl",266
Salary,"$42,000",266
Paycheck Amount (Monthly),"$2,694",266
Rent,"$954, split evenly with my boyfriend. (We live in a two-bedroom, two-bathroom apartment.)",266
Student Loan Payment,$486,266
Car Loan Payment,$255,266
Pension Plan,3% of my income,266
Deferred Compensation Retirement Plan,$75. These amounts are taken out before I get my paycheck.,266
"Health Care, Dental & Vision","$67, taken out of my paycheck.",266
Utilities,"~$100 in the winter, ~$140 in the summer (my half of our shared bill with my boyfriend)",266
Renters Insurance,$20,266
Cable & Internet,$73 (This is my half of our shared bill.),266
Phone Bill,$75 (I'm on a family plan with my brother.),266
Car Insurance,$175,266
Donations,$50,266
Netflix,"$15.30 (I pay for a bunch of my freeloading friends and family, haha!)",266
Emergency Fund,$50,266
Vacation/Gift Fund,$415. (I am saving for three different trips.),266
Occupation,Web Content Coordinator,267
Industry,E-Commerce,267
Age,29,267
Location,"Wilmington, DE",267
Salary,"$39,728",267
Paycheck Amount (2x/month),"$1,076",267
Mortgage,"$1,135, split evenly with my boyfriend. (Includes property tax.)",267
Student Loan Payment,$227,267
Plumbing Repair Loan Payment,$350,267
Health Insurance,"$55 per paycheck, deducted before taxes",267
401k,3% of my salary. (And my company matches.),267
Car Insurance,$50,267
Trash Pickup,$30,267
Gas & Electric,$0. (Boyfriend pays!),267
Cable,$0. (Boyfriend again!),267
Netflix,$0. (I use my boyfriend's account.),267
Spotify,$9.99,267
Hubble Contact Subscription,$30,267
Gym,$10,267
Credit Card Payment,I try to pay ~$75-$100. (My balance is hovering around $700.),267
Occupation,AmeriCorps Member,268
Industry,Nonprofit Education,268
Age,23,268
Location,"Brooklyn, NY",268
Salary,"$17,700",268
Paycheck Amount (2x/month),$738.13,268
Rent,"$900 (I live with four other people, and I have the smallest room.)",268
Student Loan Payment,"$0 (My parents are paying off my student loans. Thank you, Mom and Dad.)",268
Health Insurance,$0 (My employer pays.),268
MetroCard,$0 (My employer reimburses me.),268
Phone,"$55 (I'm on my family's plan and pay my share, which covers the cost of the phone, the plan, and tax.)",268
Internet,$12.18 (My roommates and I each pay one-fifth of the cost.),268
Utilities,~$30 (It varies by month based on how much we use our heat and electricity.),268
Netflix,$0 (I use my parents' account.),268
Apple Music,$4 (I use my college email to get the student discount.),268
Gym,$15,268
Yoga,$0 (Birthday present from my parents.),268
Therapy,$15/week (This is my discounted cost with insurance.),268
Occupation,Entrepreneur,269
Industry,Network Marketing,269
Age,28,269
Location,Alaska,269
MySalary,"$60,000",269
Paycheck #1 (Monthly),"~$2,500. (I’m an independent contractor, so I’m responsible for my own taxes and save about $1,000/month for them.)",269
Paycheck #2,$800. (I work part-time as an office manager at a spa.),269
My Husband's Salary,"$120,000",269
My Husband's Paycheck Amount (Weekly),"~$1,800",269
Mortgage,"$2,156.17",269
Monthly Loan Payments,"$2,500, for student loans and vehicles.",269
Utilities,$336,269
Internet,$95,269
Gym,$93,269
Netflix,$11.32,269
Prescriptions/Medical Supplies,$160,269
Allergy Shot,$25,269
Doggy Daycare,$360,269
Debt Repayment,"$2,500",269
Occupation,English Teacher,270
Industry,Education,270
Age,26,270
Location,"Grand Rapids, Michigan",270
Salary,"$41,000",270
Paycheck Amount (2x/month),$992.58,270
Rent,"$600 for my share. (Rent includes gas, water, trash, internet, a plowing service in winter, and lawn care.)",270
Student Loan Payment,$178,270
Car Loan Payment,$100,270
Health Insurance,"$75, out of my paycheck",270
Electricity,$30,270
Phone,$50,270
Charitable Contribution,$10 (It's an automatic donation to a local organization that works with refugees.),270
"Hulu, Netflix & Spotify",$0 (My friends shared their passwords with me.),270
401(k) & 457 Plans,"$100 (Between both accounts, I have about $9,000 set away for retirement at this point.)",270
Savings,"$500–$700, depending on my spending and upcoming travels.",270
Occupation,Analyst,271
Industry,Nonprofit,271
Age,25,271
Location,Indiana,271
Salary,"$57,000",271
Paycheck Amount (Monthly),"$2,200",271
Rent,$600 for my half. (I live with my boyfriend.),271
Student Loan Payment,$0. (I went to a public university and had a full-tuition scholarship.),271
Gym,$23,271
Parking,$20,271
"Health, Dental & Vision Insurance",$35,271
Spotify,$10,271
Therapy,"$130 per session, once or twice per month",271
Medication,$35,271
Renters Insurance,$10,271
Phone Bill & Car Insurance,$0. (My parents graciously pay.),271
Roth IRA,$450,271
Occupation,Associate,272
Industry,Law,272
Age,29,272
Location,"San Diego, CA",272
Salary,"$260,000, plus bonus (Last year my bonus was $64,000.)",272
Paycheck Amount (2x/month),"$5,897",272
Mortgage,"$5,070, including taxes and insurance",272
Student Loan Payment,"$3,000. (Law school is expensive and I'm paying down my loans aggressively.)",272
"Health, Vision, Dental & Life Insurance",$320,272
Utilities,$180,272
Cell Phones,$132 for our family plan,272
"TV, Internet & Landline",: $142 (Landline is for my husband's business.),272
Spotify,$10,272
Netflix,$10.99,272
Car Lease Payment,$400,272
Car Insurance,$150 for our two cars,272
401(k),$870,272
Roth 401(k),$220,272
Occupation,Finance Manager,273
Industry,Transportation,273
Age,32,273
Location,"Fort Worth, TX",273
MySalary,"$95,827, plus $8,400 bonus target",273
My Husband's Salary,"$94,544, plus $7,800 bonus target",273
Our Combined Paycheck Amount (2x/month),"$4,708.95",273
Mortgage,"$1,758.95 (My husband and I own a home that we refinanced to a 15-year mortgage last year. This includes escrow for our homeowner's insurance and property taxes.)",273
Student Loan Payment,"$0 (We finished paying off our $50,000 in student loans last year.)",273
